id,event_size,cost_constraint,effort_constraint,time_constraint,alpha,perturbation_level_cost,perturbation_level_effort,perturbation_level_time
1016,medium,270,4,9,0.7,pos,high_neg,pos
1017,medium,270,4,9,0.7,pos,high_neg,no
1018,medium,270,4,9,0.7,pos,high_neg,low_neg
1019,medium,270,4,9,0.7,pos,high_neg,high_neg
1020,medium,270,4,9,0.7,pos,high_neg,catastrofic
1021,medium,270,4,9,0.7,pos,catastrofic,pos
1022,medium,270,4,9,0.7,pos,catastrofic,no
1023,medium,270,4,9,0.7,pos,catastrofic,low_neg
1024,medium,270,4,9,0.7,pos,catastrofic,high_neg
1025,medium,270,4,9,0.7,pos,catastrofic,catastrofic
1026,medium,270,4,9,0.7,no,pos,pos
1027,medium,270,4,9,0.7,no,pos,no
1028,medium,270,4,9,0.7,no,pos,low_neg
1029,medium,270,4,9,0.7,no,pos,high_neg
1030,medium,270,4,9,0.7,no,pos,catastrofic
1031,medium,270,4,9,0.7,no,no,pos
1032,medium,270,4,9,0.7,no,no,no
1033,medium,270,4,9,0.7,no,no,low_neg
1034,medium,270,4,9,0.7,no,no,high_neg
1035,medium,270,4,9,0.7,no,no,catastrofic
1036,medium,270,4,9,0.7,no,low_neg,pos
1037,medium,270,4,9,0.7,no,low_neg,no
1038,medium,270,4,9,0.7,no,low_neg,low_neg
1039,medium,270,4,9,0.7,no,low_neg,high_neg
1040,medium,270,4,9,0.7,no,low_neg,catastrofic
1041,medium,270,4,9,0.7,no,high_neg,pos
1042,medium,270,4,9,0.7,no,high_neg,no
1043,medium,270,4,9,0.7,no,high_neg,low_neg
1044,medium,270,4,9,0.7,no,high_neg,high_neg
1045,medium,270,4,9,0.7,no,high_neg,catastrofic
1046,medium,270,4,9,0.7,no,catastrofic,pos
1047,medium,270,4,9,0.7,no,catastrofic,no
1048,medium,270,4,9,0.7,no,catastrofic,low_neg
1049,medium,270,4,9,0.7,no,catastrofic,high_neg
1050,medium,270,4,9,0.7,no,catastrofic,catastrofic
1051,medium,270,4,9,0.7,low_neg,pos,pos
1052,medium,270,4,9,0.7,low_neg,pos,no
1053,medium,270,4,9,0.7,low_neg,pos,low_neg
1054,medium,270,4,9,0.7,low_neg,pos,high_neg
1055,medium,270,4,9,0.7,low_neg,pos,catastrofic
1056,medium,270,4,9,0.7,low_neg,no,pos
1057,medium,270,4,9,0.7,low_neg,no,no
1058,medium,270,4,9,0.7,low_neg,no,low_neg
1059,medium,270,4,9,0.7,low_neg,no,high_neg
1060,medium,270,4,9,0.7,low_neg,no,catastrofic
1061,medium,270,4,9,0.7,low_neg,low_neg,pos
1062,medium,270,4,9,0.7,low_neg,low_neg,no
1063,medium,270,4,9,0.7,low_neg,low_neg,low_neg
1064,medium,270,4,9,0.7,low_neg,low_neg,high_neg
1065,medium,270,4,9,0.7,low_neg,low_neg,catastrofic
1066,medium,270,4,9,0.7,low_neg,high_neg,pos
1067,medium,270,4,9,0.7,low_neg,high_neg,no
1068,medium,270,4,9,0.7,low_neg,high_neg,low_neg
1069,medium,270,4,9,0.7,low_neg,high_neg,high_neg
1070,medium,270,4,9,0.7,low_neg,high_neg,catastrofic
1071,medium,270,4,9,0.7,low_neg,catastrofic,pos
1072,medium,270,4,9,0.7,low_neg,catastrofic,no
1073,medium,270,4,9,0.7,low_neg,catastrofic,low_neg
1074,medium,270,4,9,0.7,low_neg,catastrofic,high_neg
1075,medium,270,4,9,0.7,low_neg,catastrofic,catastrofic
1076,medium,270,4,9,0.7,high_neg,pos,pos
1077,medium,270,4,9,0.7,high_neg,pos,no
1078,medium,270,4,9,0.7,high_neg,pos,low_neg
1079,medium,270,4,9,0.7,high_neg,pos,high_neg
1080,medium,270,4,9,0.7,high_neg,pos,catastrofic
1081,medium,270,4,9,0.7,high_neg,no,pos
1082,medium,270,4,9,0.7,high_neg,no,no
1083,medium,270,4,9,0.7,high_neg,no,low_neg
1084,medium,270,4,9,0.7,high_neg,no,high_neg
1085,medium,270,4,9,0.7,high_neg,no,catastrofic
1086,medium,270,4,9,0.7,high_neg,low_neg,pos
1087,medium,270,4,9,0.7,high_neg,low_neg,no
1088,medium,270,4,9,0.7,high_neg,low_neg,low_neg
1089,medium,270,4,9,0.7,high_neg,low_neg,high_neg
1090,medium,270,4,9,0.7,high_neg,low_neg,catastrofic
1091,medium,270,4,9,0.7,high_neg,high_neg,pos
1092,medium,270,4,9,0.7,high_neg,high_neg,no
1093,medium,270,4,9,0.7,high_neg,high_neg,low_neg
1094,medium,270,4,9,0.7,high_neg,high_neg,high_neg
1095,medium,270,4,9,0.7,high_neg,high_neg,catastrofic
1096,medium,270,4,9,0.7,high_neg,catastrofic,pos
1097,medium,270,4,9,0.7,high_neg,catastrofic,no
1098,medium,270,4,9,0.7,high_neg,catastrofic,low_neg
1099,medium,270,4,9,0.7,high_neg,catastrofic,high_neg
1100,medium,270,4,9,0.7,high_neg,catastrofic,catastrofic
1101,medium,270,4,9,0.7,catastrofic,pos,pos
1102,medium,270,4,9,0.7,catastrofic,pos,no
1103,medium,270,4,9,0.7,catastrofic,pos,low_neg
1104,medium,270,4,9,0.7,catastrofic,pos,high_neg
1105,medium,270,4,9,0.7,catastrofic,pos,catastrofic
1106,medium,270,4,9,0.7,catastrofic,no,pos
1107,medium,270,4,9,0.7,catastrofic,no,no
1108,medium,270,4,9,0.7,catastrofic,no,low_neg
1109,medium,270,4,9,0.7,catastrofic,no,high_neg
1110,medium,270,4,9,0.7,catastrofic,no,catastrofic
1111,medium,270,4,9,0.7,catastrofic,low_neg,pos
1112,medium,270,4,9,0.7,catastrofic,low_neg,no
1113,medium,270,4,9,0.7,catastrofic,low_neg,low_neg
1114,medium,270,4,9,0.7,catastrofic,low_neg,high_neg
1115,medium,270,4,9,0.7,catastrofic,low_neg,catastrofic
1116,medium,270,4,9,0.7,catastrofic,high_neg,pos
1117,medium,270,4,9,0.7,catastrofic,high_neg,no
1118,medium,270,4,9,0.7,catastrofic,high_neg,low_neg
1119,medium,270,4,9,0.7,catastrofic,high_neg,high_neg
1120,medium,270,4,9,0.7,catastrofic,high_neg,catastrofic
1121,medium,270,4,9,0.7,catastrofic,catastrofic,pos
1122,medium,270,4,9,0.7,catastrofic,catastrofic,no
1123,medium,270,4,9,0.7,catastrofic,catastrofic,low_neg
1124,medium,270,4,9,0.7,catastrofic,catastrofic,high_neg
1125,medium,270,4,9,0.7,catastrofic,catastrofic,catastrofic
1126,medium,270,4,7,0.3,pos,pos,pos
1127,medium,270,4,7,0.3,pos,pos,no
1128,medium,270,4,7,0.3,pos,pos,low_neg
1129,medium,270,4,7,0.3,pos,pos,high_neg
1130,medium,270,4,7,0.3,pos,pos,catastrofic
1131,medium,270,4,7,0.3,pos,no,pos
1132,medium,270,4,7,0.3,pos,no,no
1133,medium,270,4,7,0.3,pos,no,low_neg
1134,medium,270,4,7,0.3,pos,no,high_neg
1135,medium,270,4,7,0.3,pos,no,catastrofic
1136,medium,270,4,7,0.3,pos,low_neg,pos
1137,medium,270,4,7,0.3,pos,low_neg,no
1138,medium,270,4,7,0.3,pos,low_neg,low_neg
1139,medium,270,4,7,0.3,pos,low_neg,high_neg
1140,medium,270,4,7,0.3,pos,low_neg,catastrofic
1141,medium,270,4,7,0.3,pos,high_neg,pos
1142,medium,270,4,7,0.3,pos,high_neg,no
1143,medium,270,4,7,0.3,pos,high_neg,low_neg
1144,medium,270,4,7,0.3,pos,high_neg,high_neg
1145,medium,270,4,7,0.3,pos,high_neg,catastrofic
1146,medium,270,4,7,0.3,pos,catastrofic,pos
1147,medium,270,4,7,0.3,pos,catastrofic,no
1148,medium,270,4,7,0.3,pos,catastrofic,low_neg
1149,medium,270,4,7,0.3,pos,catastrofic,high_neg
1150,medium,270,4,7,0.3,pos,catastrofic,catastrofic
1151,medium,270,4,7,0.3,no,pos,pos
1152,medium,270,4,7,0.3,no,pos,no
1153,medium,270,4,7,0.3,no,pos,low_neg
1154,medium,270,4,7,0.3,no,pos,high_neg
1155,medium,270,4,7,0.3,no,pos,catastrofic
1156,medium,270,4,7,0.3,no,no,pos
1157,medium,270,4,7,0.3,no,no,no
1158,medium,270,4,7,0.3,no,no,low_neg
1159,medium,270,4,7,0.3,no,no,high_neg
1160,medium,270,4,7,0.3,no,no,catastrofic
1161,medium,270,4,7,0.3,no,low_neg,pos
1162,medium,270,4,7,0.3,no,low_neg,no
1163,medium,270,4,7,0.3,no,low_neg,low_neg
1164,medium,270,4,7,0.3,no,low_neg,high_neg
1165,medium,270,4,7,0.3,no,low_neg,catastrofic
1166,medium,270,4,7,0.3,no,high_neg,pos
1167,medium,270,4,7,0.3,no,high_neg,no
1168,medium,270,4,7,0.3,no,high_neg,low_neg
1169,medium,270,4,7,0.3,no,high_neg,high_neg
1170,medium,270,4,7,0.3,no,high_neg,catastrofic
1171,medium,270,4,7,0.3,no,catastrofic,pos
1172,medium,270,4,7,0.3,no,catastrofic,no
1173,medium,270,4,7,0.3,no,catastrofic,low_neg
1174,medium,270,4,7,0.3,no,catastrofic,high_neg
1175,medium,270,4,7,0.3,no,catastrofic,catastrofic
1176,medium,270,4,7,0.3,low_neg,pos,pos
1177,medium,270,4,7,0.3,low_neg,pos,no
1178,medium,270,4,7,0.3,low_neg,pos,low_neg
1179,medium,270,4,7,0.3,low_neg,pos,high_neg
1180,medium,270,4,7,0.3,low_neg,pos,catastrofic
1181,medium,270,4,7,0.3,low_neg,no,pos
1182,medium,270,4,7,0.3,low_neg,no,no
1183,medium,270,4,7,0.3,low_neg,no,low_neg
1184,medium,270,4,7,0.3,low_neg,no,high_neg
1185,medium,270,4,7,0.3,low_neg,no,catastrofic
1186,medium,270,4,7,0.3,low_neg,low_neg,pos
1187,medium,270,4,7,0.3,low_neg,low_neg,no
1188,medium,270,4,7,0.3,low_neg,low_neg,low_neg
1189,medium,270,4,7,0.3,low_neg,low_neg,high_neg
1190,medium,270,4,7,0.3,low_neg,low_neg,catastrofic
1191,medium,270,4,7,0.3,low_neg,high_neg,pos
1192,medium,270,4,7,0.3,low_neg,high_neg,no
1193,medium,270,4,7,0.3,low_neg,high_neg,low_neg
1194,medium,270,4,7,0.3,low_neg,high_neg,high_neg
1195,medium,270,4,7,0.3,low_neg,high_neg,catastrofic
1196,medium,270,4,7,0.3,low_neg,catastrofic,pos
1197,medium,270,4,7,0.3,low_neg,catastrofic,no
1198,medium,270,4,7,0.3,low_neg,catastrofic,low_neg
1199,medium,270,4,7,0.3,low_neg,catastrofic,high_neg
1200,medium,270,4,7,0.3,low_neg,catastrofic,catastrofic
1201,medium,270,4,7,0.3,high_neg,pos,pos
1202,medium,270,4,7,0.3,high_neg,pos,no
1203,medium,270,4,7,0.3,high_neg,pos,low_neg
1204,medium,270,4,7,0.3,high_neg,pos,high_neg
1205,medium,270,4,7,0.3,high_neg,pos,catastrofic
1206,medium,270,4,7,0.3,high_neg,no,pos
1207,medium,270,4,7,0.3,high_neg,no,no
1208,medium,270,4,7,0.3,high_neg,no,low_neg
1209,medium,270,4,7,0.3,high_neg,no,high_neg
1210,medium,270,4,7,0.3,high_neg,no,catastrofic
1211,medium,270,4,7,0.3,high_neg,low_neg,pos
1212,medium,270,4,7,0.3,high_neg,low_neg,no
1213,medium,270,4,7,0.3,high_neg,low_neg,low_neg
1214,medium,270,4,7,0.3,high_neg,low_neg,high_neg
1215,medium,270,4,7,0.3,high_neg,low_neg,catastrofic
1216,medium,270,4,7,0.3,high_neg,high_neg,pos
1217,medium,270,4,7,0.3,high_neg,high_neg,no
1218,medium,270,4,7,0.3,high_neg,high_neg,low_neg
1219,medium,270,4,7,0.3,high_neg,high_neg,high_neg
1220,medium,270,4,7,0.3,high_neg,high_neg,catastrofic
1221,medium,270,4,7,0.3,high_neg,catastrofic,pos
1222,medium,270,4,7,0.3,high_neg,catastrofic,no
1223,medium,270,4,7,0.3,high_neg,catastrofic,low_neg
1224,medium,270,4,7,0.3,high_neg,catastrofic,high_neg
1225,medium,270,4,7,0.3,high_neg,catastrofic,catastrofic
1226,medium,270,4,7,0.3,catastrofic,pos,pos
1227,medium,270,4,7,0.3,catastrofic,pos,no
1228,medium,270,4,7,0.3,catastrofic,pos,low_neg
1229,medium,270,4,7,0.3,catastrofic,pos,high_neg
1230,medium,270,4,7,0.3,catastrofic,pos,catastrofic
1231,medium,270,4,7,0.3,catastrofic,no,pos
1232,medium,270,4,7,0.3,catastrofic,no,no
1233,medium,270,4,7,0.3,catastrofic,no,low_neg
1234,medium,270,4,7,0.3,catastrofic,no,high_neg
1235,medium,270,4,7,0.3,catastrofic,no,catastrofic
1236,medium,270,4,7,0.3,catastrofic,low_neg,pos
1237,medium,270,4,7,0.3,catastrofic,low_neg,no
1238,medium,270,4,7,0.3,catastrofic,low_neg,low_neg
1239,medium,270,4,7,0.3,catastrofic,low_neg,high_neg
1240,medium,270,4,7,0.3,catastrofic,low_neg,catastrofic
1241,medium,270,4,7,0.3,catastrofic,high_neg,pos
1242,medium,270,4,7,0.3,catastrofic,high_neg,no
1243,medium,270,4,7,0.3,catastrofic,high_neg,low_neg
1244,medium,270,4,7,0.3,catastrofic,high_neg,high_neg
1245,medium,270,4,7,0.3,catastrofic,high_neg,catastrofic
1246,medium,270,4,7,0.3,catastrofic,catastrofic,pos
1247,medium,270,4,7,0.3,catastrofic,catastrofic,no
1248,medium,270,4,7,0.3,catastrofic,catastrofic,low_neg
1249,medium,270,4,7,0.3,catastrofic,catastrofic,high_neg
1250,medium,270,4,7,0.3,catastrofic,catastrofic,catastrofic
1251,medium,270,4,7,0.5,pos,pos,pos
1252,medium,270,4,7,0.5,pos,pos,no
1253,medium,270,4,7,0.5,pos,pos,low_neg
1254,medium,270,4,7,0.5,pos,pos,high_neg
1255,medium,270,4,7,0.5,pos,pos,catastrofic
1256,medium,270,4,7,0.5,pos,no,pos
1257,medium,270,4,7,0.5,pos,no,no
1258,medium,270,4,7,0.5,pos,no,low_neg
1259,medium,270,4,7,0.5,pos,no,high_neg
1260,medium,270,4,7,0.5,pos,no,catastrofic
1261,medium,270,4,7,0.5,pos,low_neg,pos
1262,medium,270,4,7,0.5,pos,low_neg,no
1263,medium,270,4,7,0.5,pos,low_neg,low_neg
1264,medium,270,4,7,0.5,pos,low_neg,high_neg
1265,medium,270,4,7,0.5,pos,low_neg,catastrofic
1266,medium,270,4,7,0.5,pos,high_neg,pos
1267,medium,270,4,7,0.5,pos,high_neg,no
1268,medium,270,4,7,0.5,pos,high_neg,low_neg
1269,medium,270,4,7,0.5,pos,high_neg,high_neg
1270,medium,270,4,7,0.5,pos,high_neg,catastrofic
1271,medium,270,4,7,0.5,pos,catastrofic,pos
1272,medium,270,4,7,0.5,pos,catastrofic,no
1273,medium,270,4,7,0.5,pos,catastrofic,low_neg
1274,medium,270,4,7,0.5,pos,catastrofic,high_neg
1275,medium,270,4,7,0.5,pos,catastrofic,catastrofic
1276,medium,270,4,7,0.5,no,pos,pos
1277,medium,270,4,7,0.5,no,pos,no
1278,medium,270,4,7,0.5,no,pos,low_neg
1279,medium,270,4,7,0.5,no,pos,high_neg
1280,medium,270,4,7,0.5,no,pos,catastrofic
1281,medium,270,4,7,0.5,no,no,pos
1282,medium,270,4,7,0.5,no,no,no
1283,medium,270,4,7,0.5,no,no,low_neg
1284,medium,270,4,7,0.5,no,no,high_neg
1285,medium,270,4,7,0.5,no,no,catastrofic
1286,medium,270,4,7,0.5,no,low_neg,pos
1287,medium,270,4,7,0.5,no,low_neg,no
1288,medium,270,4,7,0.5,no,low_neg,low_neg
1289,medium,270,4,7,0.5,no,low_neg,high_neg
1290,medium,270,4,7,0.5,no,low_neg,catastrofic
1291,medium,270,4,7,0.5,no,high_neg,pos
1292,medium,270,4,7,0.5,no,high_neg,no
1293,medium,270,4,7,0.5,no,high_neg,low_neg
1294,medium,270,4,7,0.5,no,high_neg,high_neg
1295,medium,270,4,7,0.5,no,high_neg,catastrofic
1296,medium,270,4,7,0.5,no,catastrofic,pos
1297,medium,270,4,7,0.5,no,catastrofic,no
1298,medium,270,4,7,0.5,no,catastrofic,low_neg
1299,medium,270,4,7,0.5,no,catastrofic,high_neg
1300,medium,270,4,7,0.5,no,catastrofic,catastrofic
1301,medium,270,4,7,0.5,low_neg,pos,pos
1302,medium,270,4,7,0.5,low_neg,pos,no
1303,medium,270,4,7,0.5,low_neg,pos,low_neg
1304,medium,270,4,7,0.5,low_neg,pos,high_neg
1305,medium,270,4,7,0.5,low_neg,pos,catastrofic
1306,medium,270,4,7,0.5,low_neg,no,pos
1307,medium,270,4,7,0.5,low_neg,no,no
1308,medium,270,4,7,0.5,low_neg,no,low_neg
1309,medium,270,4,7,0.5,low_neg,no,high_neg
1310,medium,270,4,7,0.5,low_neg,no,catastrofic
1311,medium,270,4,7,0.5,low_neg,low_neg,pos
1312,medium,270,4,7,0.5,low_neg,low_neg,no
1313,medium,270,4,7,0.5,low_neg,low_neg,low_neg
1314,medium,270,4,7,0.5,low_neg,low_neg,high_neg
1315,medium,270,4,7,0.5,low_neg,low_neg,catastrofic
1316,medium,270,4,7,0.5,low_neg,high_neg,pos
1317,medium,270,4,7,0.5,low_neg,high_neg,no
1318,medium,270,4,7,0.5,low_neg,high_neg,low_neg
1319,medium,270,4,7,0.5,low_neg,high_neg,high_neg
1320,medium,270,4,7,0.5,low_neg,high_neg,catastrofic
1321,medium,270,4,7,0.5,low_neg,catastrofic,pos
1322,medium,270,4,7,0.5,low_neg,catastrofic,no
1323,medium,270,4,7,0.5,low_neg,catastrofic,low_neg
1324,medium,270,4,7,0.5,low_neg,catastrofic,high_neg
1325,medium,270,4,7,0.5,low_neg,catastrofic,catastrofic
1326,medium,270,4,7,0.5,high_neg,pos,pos
1327,medium,270,4,7,0.5,high_neg,pos,no
1328,medium,270,4,7,0.5,high_neg,pos,low_neg
1329,medium,270,4,7,0.5,high_neg,pos,high_neg
1330,medium,270,4,7,0.5,high_neg,pos,catastrofic
1331,medium,270,4,7,0.5,high_neg,no,pos
1332,medium,270,4,7,0.5,high_neg,no,no
1333,medium,270,4,7,0.5,high_neg,no,low_neg
1334,medium,270,4,7,0.5,high_neg,no,high_neg
1335,medium,270,4,7,0.5,high_neg,no,catastrofic
1336,medium,270,4,7,0.5,high_neg,low_neg,pos
1337,medium,270,4,7,0.5,high_neg,low_neg,no
1338,medium,270,4,7,0.5,high_neg,low_neg,low_neg
1339,medium,270,4,7,0.5,high_neg,low_neg,high_neg
1340,medium,270,4,7,0.5,high_neg,low_neg,catastrofic
1341,medium,270,4,7,0.5,high_neg,high_neg,pos
1342,medium,270,4,7,0.5,high_neg,high_neg,no
1343,medium,270,4,7,0.5,high_neg,high_neg,low_neg
1344,medium,270,4,7,0.5,high_neg,high_neg,high_neg
1345,medium,270,4,7,0.5,high_neg,high_neg,catastrofic
1346,medium,270,4,7,0.5,high_neg,catastrofic,pos
1347,medium,270,4,7,0.5,high_neg,catastrofic,no
1348,medium,270,4,7,0.5,high_neg,catastrofic,low_neg
1349,medium,270,4,7,0.5,high_neg,catastrofic,high_neg
1350,medium,270,4,7,0.5,high_neg,catastrofic,catastrofic
1351,medium,270,4,7,0.5,catastrofic,pos,pos
1352,medium,270,4,7,0.5,catastrofic,pos,no
1353,medium,270,4,7,0.5,catastrofic,pos,low_neg
1354,medium,270,4,7,0.5,catastrofic,pos,high_neg
1355,medium,270,4,7,0.5,catastrofic,pos,catastrofic
1356,medium,270,4,7,0.5,catastrofic,no,pos
1357,medium,270,4,7,0.5,catastrofic,no,no
1358,medium,270,4,7,0.5,catastrofic,no,low_neg
1359,medium,270,4,7,0.5,catastrofic,no,high_neg
1360,medium,270,4,7,0.5,catastrofic,no,catastrofic
1361,medium,270,4,7,0.5,catastrofic,low_neg,pos
1362,medium,270,4,7,0.5,catastrofic,low_neg,no
1363,medium,270,4,7,0.5,catastrofic,low_neg,low_neg
1364,medium,270,4,7,0.5,catastrofic,low_neg,high_neg
1365,medium,270,4,7,0.5,catastrofic,low_neg,catastrofic
1366,medium,270,4,7,0.5,catastrofic,high_neg,pos
1367,medium,270,4,7,0.5,catastrofic,high_neg,no
1368,medium,270,4,7,0.5,catastrofic,high_neg,low_neg
1369,medium,270,4,7,0.5,catastrofic,high_neg,high_neg
1370,medium,270,4,7,0.5,catastrofic,high_neg,catastrofic
1371,medium,270,4,7,0.5,catastrofic,catastrofic,pos
1372,medium,270,4,7,0.5,catastrofic,catastrofic,no
1373,medium,270,4,7,0.5,catastrofic,catastrofic,low_neg
1374,medium,270,4,7,0.5,catastrofic,catastrofic,high_neg
1375,medium,270,4,7,0.5,catastrofic,catastrofic,catastrofic
1376,medium,270,4,7,0.7,pos,pos,pos
1377,medium,270,4,7,0.7,pos,pos,no
1378,medium,270,4,7,0.7,pos,pos,low_neg
1379,medium,270,4,7,0.7,pos,pos,high_neg
1380,medium,270,4,7,0.7,pos,pos,catastrofic
1381,medium,270,4,7,0.7,pos,no,pos
1382,medium,270,4,7,0.7,pos,no,no
1383,medium,270,4,7,0.7,pos,no,low_neg
1384,medium,270,4,7,0.7,pos,no,high_neg
1385,medium,270,4,7,0.7,pos,no,catastrofic
1386,medium,270,4,7,0.7,pos,low_neg,pos
1387,medium,270,4,7,0.7,pos,low_neg,no
1388,medium,270,4,7,0.7,pos,low_neg,low_neg
1389,medium,270,4,7,0.7,pos,low_neg,high_neg
1390,medium,270,4,7,0.7,pos,low_neg,catastrofic
1391,medium,270,4,7,0.7,pos,high_neg,pos
1392,medium,270,4,7,0.7,pos,high_neg,no
1393,medium,270,4,7,0.7,pos,high_neg,low_neg
1394,medium,270,4,7,0.7,pos,high_neg,high_neg
1395,medium,270,4,7,0.7,pos,high_neg,catastrofic
1396,medium,270,4,7,0.7,pos,catastrofic,pos
1397,medium,270,4,7,0.7,pos,catastrofic,no
1398,medium,270,4,7,0.7,pos,catastrofic,low_neg
1399,medium,270,4,7,0.7,pos,catastrofic,high_neg
1400,medium,270,4,7,0.7,pos,catastrofic,catastrofic
1401,medium,270,4,7,0.7,no,pos,pos
1402,medium,270,4,7,0.7,no,pos,no
1403,medium,270,4,7,0.7,no,pos,low_neg
1404,medium,270,4,7,0.7,no,pos,high_neg
1405,medium,270,4,7,0.7,no,pos,catastrofic
1406,medium,270,4,7,0.7,no,no,pos
1407,medium,270,4,7,0.7,no,no,no
1408,medium,270,4,7,0.7,no,no,low_neg
1409,medium,270,4,7,0.7,no,no,high_neg
1410,medium,270,4,7,0.7,no,no,catastrofic
1411,medium,270,4,7,0.7,no,low_neg,pos
1412,medium,270,4,7,0.7,no,low_neg,no
1413,medium,270,4,7,0.7,no,low_neg,low_neg
1414,medium,270,4,7,0.7,no,low_neg,high_neg
1415,medium,270,4,7,0.7,no,low_neg,catastrofic
1416,medium,270,4,7,0.7,no,high_neg,pos
1417,medium,270,4,7,0.7,no,high_neg,no
1418,medium,270,4,7,0.7,no,high_neg,low_neg
1419,medium,270,4,7,0.7,no,high_neg,high_neg
1420,medium,270,4,7,0.7,no,high_neg,catastrofic
1421,medium,270,4,7,0.7,no,catastrofic,pos
1422,medium,270,4,7,0.7,no,catastrofic,no
1423,medium,270,4,7,0.7,no,catastrofic,low_neg
1424,medium,270,4,7,0.7,no,catastrofic,high_neg
1425,medium,270,4,7,0.7,no,catastrofic,catastrofic
1426,medium,270,4,7,0.7,low_neg,pos,pos
1427,medium,270,4,7,0.7,low_neg,pos,no
1428,medium,270,4,7,0.7,low_neg,pos,low_neg
1429,medium,270,4,7,0.7,low_neg,pos,high_neg
1430,medium,270,4,7,0.7,low_neg,pos,catastrofic
1431,medium,270,4,7,0.7,low_neg,no,pos
1432,medium,270,4,7,0.7,low_neg,no,no
1433,medium,270,4,7,0.7,low_neg,no,low_neg
1434,medium,270,4,7,0.7,low_neg,no,high_neg
1435,medium,270,4,7,0.7,low_neg,no,catastrofic
1436,medium,270,4,7,0.7,low_neg,low_neg,pos
1437,medium,270,4,7,0.7,low_neg,low_neg,no
1438,medium,270,4,7,0.7,low_neg,low_neg,low_neg
1439,medium,270,4,7,0.7,low_neg,low_neg,high_neg
1440,medium,270,4,7,0.7,low_neg,low_neg,catastrofic
1441,medium,270,4,7,0.7,low_neg,high_neg,pos
1442,medium,270,4,7,0.7,low_neg,high_neg,no
1443,medium,270,4,7,0.7,low_neg,high_neg,low_neg
1444,medium,270,4,7,0.7,low_neg,high_neg,high_neg
1445,medium,270,4,7,0.7,low_neg,high_neg,catastrofic
1446,medium,270,4,7,0.7,low_neg,catastrofic,pos
1447,medium,270,4,7,0.7,low_neg,catastrofic,no
1448,medium,270,4,7,0.7,low_neg,catastrofic,low_neg
1449,medium,270,4,7,0.7,low_neg,catastrofic,high_neg
1450,medium,270,4,7,0.7,low_neg,catastrofic,catastrofic
1451,medium,270,4,7,0.7,high_neg,pos,pos
1452,medium,270,4,7,0.7,high_neg,pos,no
1453,medium,270,4,7,0.7,high_neg,pos,low_neg
1454,medium,270,4,7,0.7,high_neg,pos,high_neg
1455,medium,270,4,7,0.7,high_neg,pos,catastrofic
1456,medium,270,4,7,0.7,high_neg,no,pos
1457,medium,270,4,7,0.7,high_neg,no,no
1458,medium,270,4,7,0.7,high_neg,no,low_neg
1459,medium,270,4,7,0.7,high_neg,no,high_neg
1460,medium,270,4,7,0.7,high_neg,no,catastrofic
1461,medium,270,4,7,0.7,high_neg,low_neg,pos
1462,medium,270,4,7,0.7,high_neg,low_neg,no
1463,medium,270,4,7,0.7,high_neg,low_neg,low_neg
1464,medium,270,4,7,0.7,high_neg,low_neg,high_neg
1465,medium,270,4,7,0.7,high_neg,low_neg,catastrofic
1466,medium,270,4,7,0.7,high_neg,high_neg,pos
1467,medium,270,4,7,0.7,high_neg,high_neg,no
1468,medium,270,4,7,0.7,high_neg,high_neg,low_neg
1469,medium,270,4,7,0.7,high_neg,high_neg,high_neg
1470,medium,270,4,7,0.7,high_neg,high_neg,catastrofic
1471,medium,270,4,7,0.7,high_neg,catastrofic,pos
1472,medium,270,4,7,0.7,high_neg,catastrofic,no
1473,medium,270,4,7,0.7,high_neg,catastrofic,low_neg
1474,medium,270,4,7,0.7,high_neg,catastrofic,high_neg
1475,medium,270,4,7,0.7,high_neg,catastrofic,catastrofic
1476,medium,270,4,7,0.7,catastrofic,pos,pos
1477,medium,270,4,7,0.7,catastrofic,pos,no
1478,medium,270,4,7,0.7,catastrofic,pos,low_neg
1479,medium,270,4,7,0.7,catastrofic,pos,high_neg
1480,medium,270,4,7,0.7,catastrofic,pos,catastrofic
1481,medium,270,4,7,0.7,catastrofic,no,pos
1482,medium,270,4,7,0.7,catastrofic,no,no
1483,medium,270,4,7,0.7,catastrofic,no,low_neg
1484,medium,270,4,7,0.7,catastrofic,no,high_neg
1485,medium,270,4,7,0.7,catastrofic,no,catastrofic
1486,medium,270,4,7,0.7,catastrofic,low_neg,pos
1487,medium,270,4,7,0.7,catastrofic,low_neg,no
1488,medium,270,4,7,0.7,catastrofic,low_neg,low_neg
1489,medium,270,4,7,0.7,catastrofic,low_neg,high_neg
1490,medium,270,4,7,0.7,catastrofic,low_neg,catastrofic
1491,medium,270,4,7,0.7,catastrofic,high_neg,pos
1492,medium,270,4,7,0.7,catastrofic,high_neg,no
1493,medium,270,4,7,0.7,catastrofic,high_neg,low_neg
1494,medium,270,4,7,0.7,catastrofic,high_neg,high_neg
1495,medium,270,4,7,0.7,catastrofic,high_neg,catastrofic
1496,medium,270,4,7,0.7,catastrofic,catastrofic,pos
1497,medium,270,4,7,0.7,catastrofic,catastrofic,no
1498,medium,270,4,7,0.7,catastrofic,catastrofic,low_neg
1499,medium,270,4,7,0.7,catastrofic,catastrofic,high_neg
1500,medium,270,4,7,0.7,catastrofic,catastrofic,catastrofic
1501,medium,210,6,9,0.3,pos,pos,pos
